id,listing_url,host_since,neighbourhood,room_type,guests_included,total_amenities,Bed linens,Buzzer/wireless intercom,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Elevator,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Hair dryer,Hangers,Host greets you,Hot water,Internet,Iron,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Patio or balcony,Pets allowed,Private entrance,Private living room,Refrigerator,Shampoo,Smoke detector,Smoking allowed,Stove,TV,Washer,translation missing: en.hosting_amenity_50,price
11118444,https://www.airbnb.com/rooms/11118444,2012-04-24,Prenzlauer Berg,Private room,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0
11118640,https://www.airbnb.com/rooms/11118640,2014-03-04,Friedrichshain,Entire home/apt,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.0
11119225,https://www.airbnb.com/rooms/11119225,2016-02-07,Mitte,Private room,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25.0
11119527,https://www.airbnb.com/rooms/11119527,2016-02-07,Prenzlauer Berg,Entire home/apt,1,22,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,80.0
11131596,https://www.airbnb.com/rooms/11131596,2016-02-08,Wilmersdorf,Private room,1,17,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,40.0
11132044,https://www.airbnb.com/rooms/11132044,2016-02-08,Neukölln,Private room,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
11132300,https://www.airbnb.com/rooms/11132300,2013-06-13,Kreuzberg,Private room,2,29,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,40.0
11135727,https://www.airbnb.com/rooms/11135727,2016-02-08,Prenzlauer Berg,Entire home/apt,1,20,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,80.0
11137977,https://www.airbnb.com/rooms/11137977,2016-02-08,Friedrichshain,Private room,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0
11139956,https://www.airbnb.com/rooms/11139956,2012-10-07,Kreuzberg,Entire home/apt,2,12,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,48.0
11140499,https://www.airbnb.com/rooms/11140499,2015-11-01,Kreuzberg,Entire home/apt,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,115.0
11140777,https://www.airbnb.com/rooms/11140777,2016-02-08,Alt-Treptow,Private room,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.0
11142214,https://www.airbnb.com/rooms/11142214,2016-02-08,Friedrichshain,Private room,1,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,25.0
11142351,https://www.airbnb.com/rooms/11142351,2015-05-11,Wedding,Private room,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0
11144064,https://www.airbnb.com/rooms/11144064,2015-05-26,Wedding,Private room,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16.0
11144832,https://www.airbnb.com/rooms/11144832,2014-09-18,Neukölln,Entire home/apt,1,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,42.0
11145559,https://www.airbnb.com/rooms/11145559,2015-12-01,Neukölln,Private room,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
11157419,https://www.airbnb.com/rooms/11157419,2015-10-01,Biesdorf,Entire home/apt,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25.0
11159508,https://www.airbnb.com/rooms/11159508,2016-02-09,Neukölln,Private room,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
11160395,https://www.airbnb.com/rooms/11160395,2016-02-09,Wedding,Private room,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20.0
11161312,https://www.airbnb.com/rooms/11161312,2014-07-29,Neukölln,Entire home/apt,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,65.0
11162898,https://www.airbnb.com/rooms/11162898,2016-02-09,Kreuzberg,Private room,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55.0
11163826,https://www.airbnb.com/rooms/11163826,2016-02-09,Friedrichshain,Entire home/apt,2,21,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,45.0
11164368,https://www.airbnb.com/rooms/11164368,2014-11-07,Tempelhof,Private room,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
11165580,https://www.airbnb.com/rooms/11165580,2016-02-09,Neukölln,Entire home/apt,2,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,55.0
11166903,https://www.airbnb.com/rooms/11166903,2012-05-14,Mitte,Entire home/apt,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
11167027,https://www.airbnb.com/rooms/11167027,2015-07-09,Schöneberg,Private room,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,50.0
11171668,https://www.airbnb.com/rooms/11171668,2013-06-19,Neukölln,Entire home/apt,2,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,52.0
11171718,https://www.airbnb.com/rooms/11171718,2011-08-09,Friedrichshagen,Entire home/apt,1,22,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,70.0
11174367,https://www.airbnb.com/rooms/11174367,2015-12-30,Mariendorf,Entire home/apt,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,34.0
11174947,https://www.airbnb.com/rooms/11174947,2013-08-29,Friedrichshain,Private room,1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40.0
11185196,https://www.airbnb.com/rooms/11185196,2016-02-10,Hansaviertel,Entire home/apt,1,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50.0
11196790,https://www.airbnb.com/rooms/11196790,2016-02-10,Charlottenburg,Entire home/apt,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,40.0
11197861,https://www.airbnb.com/rooms/11197861,2013-04-16,Prenzlauer Berg,Entire home/apt,2,25,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,78.0
11197999,https://www.airbnb.com/rooms/11197999,2015-10-09,Moabit,Entire home/apt,1,14,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,69.0
11199094,https://www.airbnb.com/rooms/11199094,2013-04-24,Kreuzberg,Private room,1,19,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,40.0
11204322,https://www.airbnb.com/rooms/11204322,2015-11-19,Schöneberg,Entire home/apt,1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,30.0
11207857,https://www.airbnb.com/rooms/11207857,2016-02-11,Friedrichshain,Private room,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.0
11210546,https://www.airbnb.com/rooms/11210546,2013-08-13,Schöneberg,Entire home/apt,1,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.0
11214538,https://www.airbnb.com/rooms/11214538,2016-02-12,Schöneberg,Private room,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
11215012,https://www.airbnb.com/rooms/11215012,2016-02-12,Kreuzberg,Entire home/apt,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50.0
11216283,https://www.airbnb.com/rooms/11216283,2016-02-11,Prenzlauer Berg,Entire home/apt,1,14,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
11222384,https://www.airbnb.com/rooms/11222384,2016-02-12,Wedding,Private room,1,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
11223811,https://www.airbnb.com/rooms/11223811,2015-11-06,Gropiusstadt,Private room,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0
11224095,https://www.airbnb.com/rooms/11224095,2011-11-25,Charlottenburg,Entire home/apt,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,50.0
11224443,https://www.airbnb.com/rooms/11224443,2015-03-19,Wilmersdorf,Entire home/apt,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,88.0
11224659,https://www.airbnb.com/rooms/11224659,2016-02-12,Reinickendorf,Private room,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,15.0
11225984,https://www.airbnb.com/rooms/11225984,2015-03-13,Kreuzberg,Private room,1,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,30.0
11235797,https://www.airbnb.com/rooms/11235797,2014-03-31,Wedding,Private room,1,21,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,18.0
11238980,https://www.airbnb.com/rooms/11238980,2014-01-21,Mitte,Entire home/apt,2,32,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,72.0
11239411,https://www.airbnb.com/rooms/11239411,2012-07-04,Moabit,Private room,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10.0
11244833,https://www.airbnb.com/rooms/11244833,2016-02-13,Prenzlauer Berg,Entire home/apt,1,18,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,90.0
11248323,https://www.airbnb.com/rooms/11248323,2016-02-14,Neukölln,Private room,1,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
11251014,https://www.airbnb.com/rooms/11251014,2016-02-14,Schöneberg,Entire home/apt,1,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50.0
11251067,https://www.airbnb.com/rooms/11251067,2016-02-14,Friedrichshain,Entire home/apt,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,30.0
11252620,https://www.airbnb.com/rooms/11252620,2016-02-14,Kreuzberg,Private room,2,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,60.0
11253043,https://www.airbnb.com/rooms/11253043,2016-02-11,Prenzlauer Berg,Entire home/apt,1,13,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
11253665,https://www.airbnb.com/rooms/11253665,2016-02-14,Wedding,Private room,1,21,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,33.0
11254695,https://www.airbnb.com/rooms/11254695,2013-09-20,Friedrichshain,Entire home/apt,1,24,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,68.0
11257879,https://www.airbnb.com/rooms/11257879,2011-10-30,Neukölln,Private room,1,16,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,50.0
11266561,https://www.airbnb.com/rooms/11266561,2015-07-10,Kreuzberg,Entire home/apt,1,10,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,47.0
11266945,https://www.airbnb.com/rooms/11266945,2015-04-19,Schöneberg,Private room,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.0
11267258,https://www.airbnb.com/rooms/11267258,2012-09-15,Mitte,Entire home/apt,1,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,150.0
11268364,https://www.airbnb.com/rooms/11268364,2015-10-20,Kreuzberg,Private room,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28.0
11268983,https://www.airbnb.com/rooms/11268983,2014-09-26,Prenzlauer Berg,Entire home/apt,1,13,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,57.0
11269335,https://www.airbnb.com/rooms/11269335,2014-12-04,Neukölln,Private room,2,15,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,55.0
11270147,https://www.airbnb.com/rooms/11270147,2016-02-15,Wilmersdorf,Entire home/apt,1,13,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,22.0
11274552,https://www.airbnb.com/rooms/11274552,2015-06-12,Kreuzberg,Entire home/apt,4,12,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,100.0
11275525,https://www.airbnb.com/rooms/11275525,2015-01-26,Moabit,Entire home/apt,1,15,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,47.0
11276488,https://www.airbnb.com/rooms/11276488,2014-09-26,Prenzlauer Berg,Entire home/apt,2,14,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,45.0
11277489,https://www.airbnb.com/rooms/11277489,2016-02-15,Schöneberg,Private room,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30.0
11277648,https://www.airbnb.com/rooms/11277648,2016-02-09,Friedrichshain,Private room,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,23.0
11277910,https://www.airbnb.com/rooms/11277910,2014-07-12,Schöneberg,Private room,1,22,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,55.0
11286498,https://www.airbnb.com/rooms/11286498,2016-02-14,Prenzlauer Berg,Entire home/apt,2,12,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0
11287461,https://www.airbnb.com/rooms/11287461,2016-02-16,Schöneberg,Entire home/apt,1,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,80.0
11289553,https://www.airbnb.com/rooms/11289553,2014-11-03,Friedrichshain,Private room,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,39.0
11290301,https://www.airbnb.com/rooms/11290301,2016-02-16,Prenzlauer Berg,Entire home/apt,3,30,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,130.0
11292598,https://www.airbnb.com/rooms/11292598,2014-09-26,Prenzlauer Berg,Entire home/apt,2,14,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,68.0
11292925,https://www.airbnb.com/rooms/11292925,2014-09-26,Prenzlauer Berg,Entire home/apt,2,14,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,65.0
11294127,https://www.airbnb.com/rooms/11294127,2016-02-14,Buckow,Entire home/apt,2,25,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,89.0
11294240,https://www.airbnb.com/rooms/11294240,2014-09-26,Prenzlauer Berg,Entire home/apt,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55.0
11294419,https://www.airbnb.com/rooms/11294419,2014-09-26,Prenzlauer Berg,Entire home/apt,2,13,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,55.0
11300710,https://www.airbnb.com/rooms/11300710,2012-10-15,Friedrichshain,Private room,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0
11300776,https://www.airbnb.com/rooms/11300776,2014-05-18,Prenzlauer Berg,Entire home/apt,1,27,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,85.0
11306475,https://www.airbnb.com/rooms/11306475,2016-02-16,Prenzlauer Berg,Entire home/apt,3,24,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,120.0
11307029,https://www.airbnb.com/rooms/11307029,2011-05-26,Friedrichshain,Entire home/apt,2,12,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,109.0
11308792,https://www.airbnb.com/rooms/11308792,2013-09-16,Schöneberg,Entire home/apt,1,18,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,50.0
11309581,https://www.airbnb.com/rooms/11309581,2016-02-17,Neukölln,Private room,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
11310047,https://www.airbnb.com/rooms/11310047,2015-10-04,Tempelhof,Private room,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14.0
11315026,https://www.airbnb.com/rooms/11315026,2016-02-17,Lichterfelde,Entire home/apt,1,22,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,45.0
11316274,https://www.airbnb.com/rooms/11316274,2016-02-07,Neukölln,Private room,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.0
11317733,https://www.airbnb.com/rooms/11317733,2016-02-17,Kreuzberg,Entire home/apt,1,9,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,123.0
11318779,https://www.airbnb.com/rooms/11318779,2015-07-23,Prenzlauer Berg,Entire home/apt,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.0
11321524,https://www.airbnb.com/rooms/11321524,2014-02-18,Neukölln,Private room,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0
11321704,https://www.airbnb.com/rooms/11321704,2016-02-17,Neukölln,Entire home/apt,1,22,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,55.0
11322988,https://www.airbnb.com/rooms/11322988,2015-02-02,Weißensee,Entire home/apt,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,60.0
11325310,https://www.airbnb.com/rooms/11325310,2015-05-11,Britz,Private room,1,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15.0
11330944,https://www.airbnb.com/rooms/11330944,2013-02-09,Kreuzberg,Private room,2,13,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,70.0
11335755,https://www.airbnb.com/rooms/11335755,2016-02-18,Wedding,Private room,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
11337277,https://www.airbnb.com/rooms/11337277,2015-11-08,Wedding,Private room,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25.0
11339971,https://www.airbnb.com/rooms/11339971,2016-02-18,Tiergarten,Private room,1,20,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,34.0
11341573,https://www.airbnb.com/rooms/11341573,2015-05-28,Neukölln,Private room,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
11341584,https://www.airbnb.com/rooms/11341584,2015-12-15,Friedrichshain,Entire home/apt,3,21,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,170.0
11342769,https://www.airbnb.com/rooms/11342769,2016-02-10,Prenzlauer Berg,Private room,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.0
11348253,https://www.airbnb.com/rooms/11348253,2016-02-19,Mitte,Private room,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
